,acquisition_date,acquisitions
10800,1978-03-31,31
10801,1974-04-07,31
10802,1980-01-20,31
10803,2017-06-17,31
10804,2016-03-30,31
10805,2005-03-19,31
10806,1988-08-19,31
10807,1973-02-17,31
10808,1982-01-19,31
10809,2006-03-07,31
10810,1989-05-20,31
10811,2015-05-16,31
10812,1979-03-18,31
10813,2012-06-30,31
10814,1988-12-17,31
10815,1991-11-08,31
10816,1980-07-10,31
10817,1982-03-18,31
10818,2010-04-03,31
10819,1995-09-07,31
10820,1988-02-12,31
10821,2015-06-16,31
10822,1984-03-02,31
10823,2019-05-21,31
10824,1982-07-24,31
10825,1970-09-24,31
10826,1989-03-23,31
10827,1973-11-29,31
10828,1998-05-04,31
10829,1998-02-19,31
10830,2008-01-19,31
10831,1994-06-20,31
10832,1976-07-27,31
10833,1973-09-29,31
10834,2000-12-16,31
10835,1988-11-01,31
10836,2010-09-03,31
10837,2019-08-26,31
10838,2015-03-10,31
10839,1970-12-07,31
10840,2011-08-14,31
10841,1980-09-20,31
10842,1980-04-15,31
10843,1989-12-10,31
10844,2003-12-04,31
10845,2018-03-13,31
10846,2004-01-26,31
10847,1976-06-03,31
10848,1972-04-17,31
10849,2003-01-23,31
10850,1998-11-27,31
10851,2004-05-11,31
10852,1975-12-30,31
10853,1972-12-04,31
10854,1996-10-23,31
10855,1971-08-14,31
10856,2011-08-08,31
10857,1976-08-26,31
10858,1971-10-30,31
10859,1994-01-27,31
10860,1995-11-15,31
10861,2002-12-20,31
10862,2013-02-28,31
10863,2014-04-16,31
10864,1985-04-16,31
10865,2014-07-26,31
10866,2013-09-17,31
10867,2000-02-11,31
10868,1989-02-27,31
10869,2005-06-08,31
10870,1992-08-22,31
10871,2004-08-16,31
10872,2005-11-15,31
10873,1993-05-28,31
10874,2005-09-10,31
10875,1970-12-18,31
10876,1989-09-05,31
10877,2001-04-25,31
10878,1973-05-09,31
10879,2006-07-28,31
10880,1998-01-19,31
10881,1974-05-10,31
10882,1992-10-15,31
10883,1990-12-14,31
10884,1997-08-22,31
10885,1973-11-19,31
10886,2020-01-19,31
10887,1995-11-13,31
10888,1974-07-16,31
10889,1986-12-27,31
10890,1993-10-29,31
10891,1975-01-23,31
10892,1975-01-16,31
10893,1979-01-30,31
10894,2010-10-13,31
10895,1998-02-09,31
10896,2006-01-27,31
10897,2012-10-20,31
10898,2002-12-10,31
10899,2019-03-31,31
10900,1978-04-15,31
10901,2017-08-10,31
10902,1973-12-26,31
10903,1986-04-16,31
10904,1986-11-14,31
10905,1984-04-19,31
10906,1979-12-23,31
10907,1986-05-07,31
10908,1982-05-09,31
10909,2012-01-21,31
10910,1987-03-01,31
10911,1998-11-23,31
10912,1984-01-21,31
10913,1974-09-24,31
10914,1983-10-02,31
10915,1971-05-09,31
10916,1998-06-19,31
10917,1983-02-10,31
10918,2017-02-26,31
10919,1994-09-01,31
10920,1999-08-10,31
10921,1981-05-05,31
10922,1970-11-13,31
10923,1996-12-31,31
10924,1985-09-25,31
10925,1998-01-22,31
10926,2005-04-14,31
10927,1990-07-01,31
10928,2016-07-11,31
10929,2005-05-11,31
10930,2008-12-21,31
10931,1993-11-10,31
10932,1990-08-30,31
10933,1973-09-16,31
10934,1986-02-11,31
10935,1999-08-09,31
10936,1976-06-14,31
10937,1993-02-22,31
10938,2020-04-12,31
10939,1990-02-18,31
10940,1999-09-27,31
10941,2006-03-02,31
10942,1990-01-08,31
10943,1996-09-01,31
10944,1996-02-20,31
10945,2017-04-03,31
10946,1971-03-04,31
10947,1982-11-13,31
10948,1979-09-20,31
10949,2015-02-27,31
10950,2013-03-05,31
10951,1997-10-10,31
10952,2019-04-12,31
10953,1978-04-13,31
10954,1977-04-30,31
10955,1989-06-19,31
10956,1996-09-03,31
10957,1975-06-12,31
10958,1978-02-12,31
10959,1997-01-24,31
10960,2017-08-12,31
10961,2003-06-15,31
10962,1990-08-06,31
10963,2004-05-27,31
10964,1995-09-06,31
10965,1984-04-02,31
10966,2013-12-21,31
10967,1976-06-21,31
10968,1973-07-26,31
10969,1996-01-05,31
10970,2016-05-07,31
10971,2017-07-26,31
10972,1988-10-10,31
10973,2007-08-13,31
10974,1987-07-30,31
10975,1977-05-18,31
10976,1996-09-16,31
10977,2019-08-06,31
10978,1980-08-30,31
10979,2011-03-25,31
10980,2001-07-21,31
10981,1998-03-10,31
10982,1989-08-13,31
10983,2000-10-20,31
10984,1996-10-14,31
10985,2010-01-08,31
10986,2003-08-31,31
10987,2008-09-10,31
10988,1974-06-27,31
10989,1999-12-25,31
10990,1983-09-08,31
10991,2000-05-26,31
10992,2008-10-04,31
10993,2009-11-09,31
10994,2003-05-14,31
10995,2012-08-25,31
10996,2001-08-22,31
10997,1982-08-12,31
10998,1978-07-14,31
10999,1991-09-05,31
11000,2017-01-22,31
11001,2004-09-13,31
11002,1990-02-20,31
11003,2004-01-31,31
11004,2011-07-08,31
11005,1999-01-05,31
11006,1976-03-23,31
11007,1995-11-17,31
11008,2010-11-20,31
11009,1989-05-13,31
11010,2001-11-23,31
11011,2005-10-01,31
11012,2014-11-22,31
11013,2006-06-12,31
11014,1989-02-19,31
11015,2010-08-29,31
11016,2005-12-04,31
11017,2020-03-22,31
11018,2016-11-07,31
11019,1995-05-15,31
11020,1981-08-05,31
11021,1983-11-08,31
11022,2007-05-29,31
11023,1988-02-23,31
11024,1977-08-02,31
11025,1981-10-19,31
11026,2011-12-04,31
11027,1970-06-11,31
11028,2014-06-20,31
11029,1975-05-12,31
11030,1976-05-14,31
11031,2001-06-10,31
11032,1996-08-14,31
11033,1995-01-05,31
11034,2019-09-28,31
11035,2000-11-28,31
11036,1986-09-22,31
11037,1976-02-03,31
11038,1991-10-21,31
11039,2000-07-01,31
11040,1979-04-10,31
11041,1992-04-08,31
11042,1997-06-05,31
11043,2007-12-30,31
11044,2003-05-20,31
11045,1974-08-24,31
11046,2005-12-17,31
11047,2017-03-08,31
11048,1985-10-07,31
11049,2015-08-08,31
11050,1974-05-11,31
11051,1995-05-16,31
11052,2001-01-20,31
11053,1998-12-02,31
11054,1981-12-06,31
11055,2004-11-21,31
11056,1976-08-15,31
11057,2007-08-27,31
11058,2000-08-23,31
11059,1974-01-23,31
11060,1991-05-16,31
11061,1976-07-01,31
11062,1970-10-12,31
11063,1997-07-29,31
11064,2019-04-15,31
11065,1973-07-15,31
11066,2020-04-25,31
11067,2007-05-20,31
11068,1999-07-10,31
11069,1991-10-16,31
11070,1996-03-09,31
11071,1974-08-13,31
11072,1980-05-16,31
11073,2006-04-07,31
11074,1994-07-25,31
11075,1972-07-10,31
11076,1973-09-25,31
11077,2019-06-06,31
11078,1970-05-12,31
11079,2011-08-21,31
11080,2006-12-14,31
11081,1976-09-11,31
11082,2009-06-30,31
11083,1980-07-17,31
11084,2010-01-06,31
11085,1979-06-15,31
11086,2009-11-10,31
11087,1977-06-22,31
11088,2005-01-25,31
11089,1997-12-13,31
11090,1993-04-23,31
11091,1982-03-15,31
11092,1970-12-29,31
11093,1973-01-16,31
11094,1985-06-28,31
11095,2008-02-05,31
11096,1984-07-20,31
11097,2017-05-09,31
11098,1984-07-07,31
11099,1976-06-01,31
11100,2009-03-19,31
11101,1977-01-24,31
11102,1978-03-05,31
11103,2005-04-01,31
11104,1999-06-22,31
11105,1988-11-06,31
11106,1998-04-29,31
11107,2000-01-20,31
11108,2012-08-21,31
11109,1989-09-07,31
11110,2007-10-27,31
11111,1995-02-12,31
11112,1999-06-03,31
11113,2010-12-07,31
11114,1978-01-26,31
11115,1983-08-29,31
11116,1992-05-03,31
11117,2005-09-08,31
11118,1981-07-09,31
11119,2012-06-07,31
11120,1971-05-27,31
11121,1970-03-10,31
11122,1978-12-19,31
11123,2008-10-28,31
11124,2015-10-06,31
11125,1994-01-19,31
11126,1978-10-14,31
11127,1971-03-21,31
11128,2001-01-05,31
11129,1971-01-13,31
11130,1970-04-05,31
11131,1999-03-25,31
11132,1990-02-19,31
11133,1982-05-25,31
11134,1989-03-30,31
11135,2014-06-16,31
11136,1970-09-12,31
11137,2008-05-18,31
11138,1976-11-17,31
11139,1974-04-05,31
11140,1982-09-23,31
11141,1991-03-10,31
11142,1996-06-16,31
11143,1997-01-25,31
11144,1981-03-29,31
11145,1974-03-28,31
11146,1971-09-03,31
11147,2016-12-03,31
11148,1971-11-17,31
11149,1996-08-24,31
11150,2008-08-08,31
11151,1987-07-16,31
11152,1993-06-24,31
11153,2013-06-04,31
11154,1993-06-26,31
11155,2000-07-30,31
11156,1998-08-20,31
11157,1994-04-01,31
11158,2017-01-13,31
11159,1999-10-27,31
11160,2019-12-22,31
11161,1990-03-30,31
11162,2003-05-26,31
11163,1992-11-11,31
11164,1988-11-28,31
11165,2001-05-01,31
11166,1984-10-27,31
11167,1981-01-21,31
11168,2008-11-27,31
11169,1973-06-02,31
11170,2013-10-15,31
11171,1982-08-08,31
11172,2004-02-02,31
11173,1983-07-04,31
11174,1970-10-16,31
11175,1984-07-30,31
11176,2015-01-21,31
11177,1989-10-18,31
11178,1984-11-15,31
11179,1978-01-30,31
11180,1973-09-02,31
11181,1985-08-10,31
11182,1989-10-25,31
11183,2000-06-22,31
11184,2017-07-14,31
11185,1974-11-24,31
11186,1996-02-25,31
11187,2019-10-02,31
11188,1976-10-15,31
11189,1982-06-04,31
11190,1987-06-21,31
11191,2007-09-18,31
11192,1980-06-18,31
11193,1972-02-05,31
11194,2002-02-20,31
11195,1997-05-19,31
11196,1979-04-09,31
11197,1987-11-27,31
11198,2018-01-24,31
11199,2006-09-13,31
11200,1992-06-27,31
11201,1997-02-03,31
11202,2007-12-07,31
11203,1973-03-09,31
11204,1997-05-09,31
11205,2003-01-31,31
11206,1975-05-29,31
11207,1974-07-11,31
11208,1976-01-17,31
11209,2019-03-13,31
11210,2000-09-07,31
11211,2001-07-08,31
11212,2005-12-09,31
11213,2014-05-15,31
11214,2012-04-18,31
11215,2016-07-09,31
11216,2003-07-13,31
11217,1971-07-28,31
11218,2000-02-04,31
11219,2001-11-13,31
11220,1990-08-22,31
11221,1973-12-09,31
11222,1978-07-24,31
11223,1983-04-19,31
11224,1991-02-16,31
11225,2012-03-19,31
11226,1992-10-21,31
11227,1979-02-22,31
11228,2014-05-05,31
11229,2010-11-06,31
11230,1980-03-31,31
11231,1985-10-30,31
11232,2015-11-08,31
11233,2007-12-04,31
11234,2000-03-28,31
11235,2014-11-16,31
11236,2005-01-11,31
11237,1992-09-27,31
11238,1981-02-02,31
11239,1985-02-08,31
11240,2016-02-01,31
11241,2018-11-30,31
11242,1997-12-04,31
11243,1994-10-05,31
11244,2020-02-18,31
11245,2004-05-09,31
11246,1982-07-03,31
11247,1996-04-03,31
11248,1974-09-11,31
11249,2006-03-16,31
11250,1991-07-26,31
11251,1988-10-21,31
11252,1974-04-13,31
11253,2020-03-27,31
11254,1972-03-29,31
11255,2017-08-07,31
11256,1982-01-08,31
11257,1971-05-04,31
11258,2001-03-14,31
11259,2018-05-30,31
11260,1978-06-30,31
11261,1999-04-11,31
11262,1992-10-13,31
11263,2011-09-25,31
11264,1975-12-27,31
11265,2005-09-01,31
11266,1979-02-16,31
11267,2019-10-13,31
11268,2012-09-25,31
11269,2012-08-07,31
11270,2016-08-21,31
11271,1982-11-03,31
11272,2013-01-03,31
11273,1974-05-09,31
11274,1973-09-30,31
11275,1977-03-03,31
11276,2001-03-01,31
11277,1989-07-08,31
11278,1990-02-16,31
11279,2019-07-11,31
11280,1982-03-23,31
11281,1996-10-09,31
11282,1999-11-04,31
11283,1978-08-13,31
11284,2019-04-14,31
11285,1998-05-13,31
11286,2000-02-27,31
11287,1998-01-09,31
11288,1971-08-15,31
11289,2007-03-05,31
11290,2000-05-02,31
11291,2018-11-23,31
11292,1994-08-04,31
11293,2017-12-06,31
11294,1972-12-08,31
11295,1979-03-25,31
11296,2013-09-20,31
11297,2012-02-09,31
11298,1977-09-28,31
11299,1979-03-03,31
11300,2018-05-18,31
11301,2014-03-29,31
11302,1996-05-10,31
11303,1983-10-20,31
11304,1981-01-20,31
11305,1975-03-02,31
11306,2000-05-13,31
11307,1988-04-28,31
11308,2000-06-21,31
11309,1996-09-08,31
11310,1987-01-13,31
11311,1977-01-03,31
11312,2007-04-28,31
11313,2002-02-16,31
11314,1987-01-24,31
11315,1976-12-10,31
11316,1992-07-05,31
11317,1973-11-25,31
11318,1994-02-11,31
11319,2009-05-08,31
11320,1993-01-03,31
11321,1973-04-07,31
11322,1975-11-21,31
11323,1986-09-05,31
11324,2003-01-24,31
11325,2002-01-15,31
11326,1991-10-19,31
11327,1986-08-19,31
11328,1975-03-16,31
11329,2000-05-05,31
11330,1999-03-27,31
11331,1988-05-02,31
11332,2011-09-12,31
11333,1973-02-01,31
11334,1994-10-16,31
11335,2013-04-10,31
11336,1980-07-12,31
11337,2010-07-02,31
11338,2014-12-28,31
11339,2002-03-10,31
11340,1984-01-17,31
11341,2016-02-02,31
11342,2003-07-06,31
11343,1990-09-06,31
11344,2005-07-18,31
11345,1994-06-13,31
11346,1989-09-09,31
11347,1979-06-04,31
11348,1984-05-03,31
11349,2007-09-06,31
11350,2006-02-02,31
11351,2009-06-11,31
11352,1973-04-18,31
11353,1970-12-21,31
11354,1986-12-19,31
11355,2009-12-10,31
11356,2016-12-04,31
11357,1995-02-24,31
11358,1979-08-03,31
11359,2015-01-01,31
11360,2001-02-13,31
11361,2001-12-19,31
11362,1995-06-23,31
11363,1996-06-30,31
11364,2001-08-04,31
11365,2005-08-19,31
11366,1987-06-30,31
11367,1974-02-21,31
11368,2015-10-30,31
11369,2010-05-12,31
11370,1981-01-30,31
11371,2013-11-10,31
11372,2010-06-04,31
11373,1988-02-01,31
11374,2011-10-22,31
11375,1983-10-12,31
11376,1992-06-11,31
11377,2013-11-12,31
11378,1994-07-12,31
11379,2017-11-28,31
11380,1996-03-23,31
11381,2012-05-14,31
11382,2014-09-27,31
11383,1971-01-10,31
11384,1996-04-10,31
11385,2005-05-01,31
11386,1978-01-11,31
11387,1970-11-09,31
11388,1993-01-08,31
11389,2020-01-30,31
11390,1994-09-26,31
11391,2014-09-30,31
11392,2019-11-10,31
11393,1985-08-08,31
11394,1980-02-02,31
11395,1975-01-14,31
11396,2014-09-08,31
11397,2011-10-02,31
11398,1982-02-18,31
11399,1992-01-26,31
11400,1983-12-14,31
11401,1978-05-27,31
11402,1980-05-29,31
11403,2008-01-31,31
11404,1992-06-17,31
11405,2011-05-12,31
11406,2006-02-19,31
11407,2006-01-18,31
11408,1993-09-10,31
11409,2003-01-09,31
11410,2014-06-23,31
11411,2007-02-12,31
11412,2015-04-16,31
11413,1983-05-23,31
11414,1996-07-24,31
11415,1984-05-09,31
11416,1995-10-12,31
11417,1989-04-13,31
11418,2010-07-15,31
11419,1971-12-29,31
11420,2017-04-09,31
11421,2016-02-14,31
11422,2006-08-15,31
11423,2003-09-12,31
11424,1977-04-01,31
11425,1993-10-22,31
11426,2015-10-07,31
11427,2002-02-28,31
11428,1971-01-19,31
11429,1997-04-08,31
11430,1990-11-24,31
11431,1989-07-28,31
11432,2005-08-05,31
11433,1971-09-04,31
11434,1976-01-18,31
11435,1975-01-17,31
11436,1971-08-13,31
11437,2003-08-14,31
11438,1993-05-11,31
11439,2012-09-20,31
11440,2004-12-04,31
11441,2001-11-18,31
11442,2000-12-03,31
11443,2019-02-13,31
11444,1970-04-07,31
11445,1993-08-29,31
11446,1979-04-08,31
11447,2005-12-02,31
11448,2010-06-18,31
11449,1987-05-18,31
11450,2013-05-14,31
11451,2006-03-06,31
11452,1989-09-30,31
11453,1973-09-13,31
11454,1973-12-25,31
11455,1990-03-01,31
11456,1992-11-22,31
11457,1995-02-05,31
11458,2007-02-11,31
11459,1998-10-30,31
11460,2002-02-15,31
11461,1982-08-30,31
11462,2016-12-23,31
11463,1997-10-15,31
11464,2000-07-27,31
11465,2007-06-20,31
11466,2017-09-27,31
11467,2012-11-14,31
11468,1982-12-02,31
11469,2007-06-11,31
11470,1990-07-30,31
11471,2015-01-15,31
11472,2015-07-20,31
11473,1981-03-06,31
11474,2017-06-29,31
11475,1990-06-05,31
11476,1978-07-06,31
11477,1990-11-18,31
11478,1995-10-26,31
11479,1991-03-24,31
11480,2007-07-21,31
11481,2013-08-02,31
11482,2010-07-28,31
11483,1986-05-02,31
11484,2011-07-02,31
11485,2005-04-24,31
11486,1973-08-12,31
11487,2004-11-29,31
11488,1982-11-22,31
11489,2006-09-15,31
11490,2016-03-07,31
11491,2010-09-16,31
11492,1998-07-27,31
11493,2000-06-24,31
11494,1998-07-24,31
11495,1988-06-29,31
11496,1996-09-17,31
11497,1974-01-30,31
11498,1998-02-02,31
11499,1986-03-11,31
11500,1983-03-24,31
11501,1974-01-15,31
11502,2004-10-02,31
11503,2012-01-10,31
11504,2007-05-11,31
11505,2005-10-09,31
11506,2001-11-02,31
11507,1982-08-18,31
11508,2003-01-20,31
11509,2018-07-22,31
11510,1976-10-08,31
11511,2011-10-17,31
11512,2007-07-25,31
11513,1975-01-30,31
11514,2010-01-17,31
11515,1972-03-18,31
11516,1975-03-21,31
11517,1985-12-03,31
11518,1987-09-18,31
11519,2013-05-20,31
11520,2009-12-04,31
11521,2006-01-04,31
11522,1988-04-02,31
11523,1996-03-17,31
11524,1997-04-18,31
11525,1980-09-17,31
11526,2001-11-22,31
11527,1977-02-16,31
11528,1972-04-03,31
11529,2014-06-24,31
11530,2002-06-03,31
11531,2000-12-01,31
11532,2001-12-10,31
11533,2002-08-15,31
11534,1990-07-26,31
11535,1986-06-13,31
11536,1980-06-25,31
11537,2014-12-22,31
11538,1978-06-09,31
11539,2012-02-28,31
11540,1992-12-06,31
11541,1996-09-30,31
11542,2004-04-30,31
11543,2003-02-21,31
11544,1973-04-12,31
11545,2005-09-20,31
11546,1990-07-14,31
11547,1986-06-24,31
11548,2001-12-30,31
11549,1980-07-01,31
11550,2002-03-31,31
11551,1993-04-01,31
11552,2002-12-24,31
11553,2002-02-11,31
11554,2011-04-25,31
11555,2007-11-09,31
11556,1979-05-15,31
11557,1985-07-10,31
11558,1974-12-27,31
11559,1992-05-27,31
11560,2015-12-01,31
11561,2006-10-19,31
11562,1986-03-24,31
11563,1978-01-28,31
11564,1992-07-31,31
11565,1972-11-07,31
11566,1977-11-19,31
11567,2006-11-24,31
11568,2020-05-08,31
11569,1972-01-27,31
11570,1995-10-02,31
11571,2008-06-17,31
11572,2003-06-19,31
11573,2017-10-15,31
11574,1983-01-21,31
11575,2002-08-11,31
11576,2006-11-22,31
11577,1976-01-22,31
11578,2002-06-17,31
11579,1980-12-05,31
11580,1984-10-20,31
11581,1994-01-04,31
11582,2000-05-27,31
11583,2008-04-25,31
11584,1999-12-19,31
11585,2002-11-08,31
11586,1996-05-23,31
11587,2018-11-24,31
11588,2008-10-30,31
11589,2019-09-10,31
11590,2015-05-13,31
11591,2016-10-14,31
11592,2003-09-14,31
11593,1976-06-07,31
11594,1985-04-04,31
11595,1998-10-03,31
11596,1985-10-31,31
11597,2000-05-09,31
11598,2014-11-07,31
11599,1998-07-28,31
11600,1998-12-12,31
11601,2011-01-25,31
11602,2009-05-28,31
11603,2019-01-16,31
11604,1977-03-26,31
11605,1976-03-30,31
11606,2016-07-16,31
11607,2008-02-20,31
11608,2013-11-30,31
11609,1993-11-28,31
11610,1986-05-04,31
11611,1971-02-17,31
11612,1976-02-19,31
11613,1975-06-30,31
11614,2013-05-11,31
11615,1990-12-13,31
11616,2009-06-20,31
11617,1991-08-10,31
11618,1993-10-14,31
11619,1982-07-20,31
11620,1979-06-01,31
11621,1996-08-07,31
11622,1992-02-10,31
11623,2013-10-20,31
11624,1994-12-25,31
11625,2016-12-25,31
11626,1980-07-25,31
11627,2009-08-25,31
11628,1971-05-31,31
11629,1998-01-25,31
11630,2007-02-18,31
11631,2005-07-04,31
11632,1982-04-11,31
11633,2007-04-30,31
11634,1991-10-28,31
11635,2016-08-23,31
11636,2008-04-29,31
11637,1977-10-26,31
11638,2012-02-22,31
11639,1995-04-26,31
11640,2018-04-05,31
11641,1973-01-25,31
11642,1993-07-23,31
11643,2004-02-21,31
11644,1989-07-13,31
11645,2014-04-28,31
11646,1996-12-20,31
11647,1974-10-08,31
11648,1999-02-23,31
11649,1983-12-19,31
11650,2019-04-22,31
11651,1987-04-27,31
11652,1984-02-22,31
11653,2008-10-13,31
11654,1985-05-30,31
11655,1977-07-17,31
11656,2005-03-15,31
11657,1982-11-14,31
11658,1986-07-19,31
11659,2004-12-20,31
11660,2003-04-15,31
11661,2003-07-20,31
11662,2005-05-12,31
11663,1993-06-22,31
11664,2012-07-20,31
11665,1986-03-30,31
11666,2006-01-03,31
11667,2002-06-11,31
11668,1983-11-30,31
11669,2014-12-08,31
11670,2016-03-11,31
11671,2005-02-26,31
11672,2017-03-25,31
11673,2012-06-14,31
11674,2014-08-19,31
11675,1980-03-19,31
11676,1987-04-05,31
11677,2012-02-06,31
11678,1998-11-25,31
11679,1982-09-12,31
11680,1997-04-12,31
11681,1990-02-24,31
11682,2003-03-16,31
11683,2018-11-13,31
11684,2014-04-27,31
11685,2016-03-01,31
11686,2009-05-04,31
11687,1994-12-12,31
11688,1993-06-08,31
11689,1996-11-17,31
11690,2010-08-13,31
11691,2014-06-11,31
11692,1997-05-01,31
11693,2014-07-19,31
11694,2010-04-29,31
11695,1999-12-03,31
11696,2013-01-18,31
11697,2016-03-24,31
11698,2010-04-27,31
11699,1995-09-01,31
11700,1979-05-12,31
11701,1985-08-07,31
11702,1996-11-22,31
11703,2001-12-28,31
11704,1981-10-11,31
11705,1975-03-23,31
11706,2001-01-07,31
11707,1994-11-11,31
11708,1984-06-27,31
11709,2006-12-25,31
11710,2002-08-06,31
11711,1987-07-18,31
11712,2015-10-12,31
11713,1997-08-10,31
11714,1987-10-27,31
11715,2003-07-29,31
11716,1985-10-26,31
11717,2013-03-22,31
11718,1981-06-17,31
11719,2018-05-31,31
11720,2006-02-28,31
11721,1976-12-29,31
11722,2004-12-09,31
11723,2018-10-18,31
11724,2018-03-15,31
11725,1977-11-27,31
11726,1974-01-11,31
11727,1978-07-02,31
11728,1976-08-20,31
11729,2010-01-16,31
11730,1976-10-16,31
11731,2014-02-22,31
11732,2003-01-02,31
11733,1976-11-04,31
11734,2007-09-30,31
11735,1974-11-19,31
11736,1994-10-01,31
11737,1997-01-05,31
11738,1992-10-12,31
11739,2017-03-30,31
11740,2019-08-23,31
11741,2010-07-30,31
11742,2009-03-13,31
11743,2002-05-16,31
11744,1986-11-03,31
11745,1976-01-01,31
11746,1973-10-31,31
11747,2019-06-10,31
11748,1992-06-24,31
11749,1984-07-10,31
11750,1995-04-25,31
11751,1978-01-01,31
11752,1988-08-14,31
11753,1980-02-14,31
11754,1970-10-06,31
11755,2001-02-20,31
11756,2006-05-05,31
11757,1982-10-16,31
11758,2004-11-05,31
11759,1991-05-17,31
11760,2009-09-23,31
11761,1993-07-13,31
11762,2002-08-26,31
11763,2004-01-02,31
11764,2003-06-20,31
11765,1981-01-18,31
11766,1978-11-10,31
11767,1982-11-02,31
11768,2017-05-13,31
11769,1976-12-09,31
11770,1997-09-06,31
11771,1978-11-02,31
11772,2009-10-24,31
11773,1987-04-28,31
11774,1998-12-31,31
11775,1988-01-19,31
11776,2012-03-11,31
11777,1988-05-28,31
11778,2019-06-27,31
11779,1984-09-24,31
11780,1973-04-11,31
11781,2002-07-04,31
11782,1971-11-26,31
11783,1984-04-07,31
11784,1982-10-25,31
11785,2016-10-28,31
11786,1973-07-25,31
11787,1999-11-15,31
11788,2016-12-08,31
11789,1985-12-29,31
11790,1975-05-23,31
11791,1988-12-27,31
11792,1979-04-21,31
11793,2016-08-16,31
11794,1977-03-21,31
11795,2006-03-24,31
11796,1995-11-11,31
11797,2003-05-06,31
11798,1986-06-21,31
11799,1975-10-16,31
11800,1974-05-13,31
11801,1971-12-06,31
11802,1985-05-04,31
11803,2002-11-01,31
11804,1992-05-14,31
11805,1983-12-11,31
11806,1987-11-12,31
11807,1970-11-20,31
11808,1992-03-03,31
11809,1974-09-21,31
11810,1972-04-14,31
11811,1976-09-29,31
11812,1995-01-18,31
11813,1999-07-04,31
11814,1973-07-09,31
11815,1991-03-01,31
11816,2003-10-11,31
11817,1977-04-19,31
11818,2016-03-22,31
11819,2003-12-07,31
11820,2010-05-20,31
11821,1993-05-08,31
11822,1990-06-08,31
11823,1993-11-11,31
11824,2006-06-15,31
11825,1974-12-05,31
11826,1974-03-23,31
11827,1999-11-11,31
11828,1993-01-10,31
11829,2019-01-02,31
11830,2010-08-17,31
11831,1993-02-17,31
11832,1993-05-24,31
11833,2004-01-30,31
11834,1982-07-25,31
11835,1976-05-29,31
11836,1981-09-24,31
11837,2015-09-02,31
11838,2009-11-22,31
11839,1974-08-20,31
11840,2013-07-26,31
11841,2008-05-25,31
11842,1979-01-22,31
11843,2002-04-13,31
11844,1995-03-26,31
11845,1974-03-26,31
11846,1981-03-25,31
11847,1982-09-03,31
11848,2017-02-25,31
11849,2010-05-25,31
11850,2015-07-02,31
11851,2007-04-21,31
11852,2015-12-31,31
11853,2017-05-08,31
11854,1997-01-29,31
11855,2002-10-17,31
11856,1972-02-17,31
11857,1979-04-07,31
11858,2013-11-17,31
11859,1999-07-12,31
11860,2000-10-14,31
11861,1999-11-20,31
11862,1977-08-26,31
11863,1973-05-11,31
11864,1996-12-16,31
11865,1989-07-19,31
11866,2012-05-17,31
11867,1977-11-21,31
11868,2005-01-17,31
11869,2000-06-19,31
11870,1973-07-30,31
11871,2016-10-08,31
11872,1996-04-27,31
11873,2011-12-11,31
11874,1994-11-04,31
11875,2003-12-18,31
11876,2016-06-02,31
11877,1988-01-28,31
11878,2018-10-12,31
11879,2015-04-10,31
11880,1978-08-18,31
11881,2009-11-30,31
11882,1970-05-23,31
11883,2019-05-07,31
11884,2007-12-25,31
11885,1982-09-29,31
11886,2013-02-06,31
11887,1999-01-10,31
11888,1989-07-01,31
11889,1985-08-12,31
11890,1982-08-21,31
11891,2008-12-06,31
11892,1995-05-25,31
11893,1980-10-22,31
11894,1971-10-25,31
11895,2000-06-03,31
11896,1987-10-10,31
11897,1970-12-11,31
11898,2012-10-11,31
11899,2014-07-17,31
11900,1991-08-31,31
11901,1999-09-30,31
11902,2012-07-02,31
11903,2018-02-22,31
11904,1970-09-11,31
11905,1978-12-20,31
11906,2005-04-18,31
11907,2010-01-11,31
11908,1988-02-22,31
11909,2006-06-11,31
11910,2013-10-21,31
11911,1987-09-20,31
11912,1989-10-03,31
11913,2014-08-12,31
11914,2013-11-28,31
11915,2000-05-31,31
11916,1997-07-26,31
11917,2011-02-16,31
11918,2016-12-26,31
11919,2004-11-20,31
11920,1977-06-09,31
11921,1995-10-09,31
11922,2003-07-05,31
11923,1997-11-05,31
11924,2017-03-15,31
11925,2001-05-04,31
11926,2010-07-21,31
11927,1991-08-12,31
11928,1978-09-27,31
11929,1996-06-29,31
11930,1975-07-01,31
11931,1983-12-24,31
11932,1974-11-08,31
11933,1988-06-27,31
11934,1980-10-29,31
11935,2016-03-04,31
11936,1987-01-14,31
11937,2005-09-17,31
11938,2006-05-27,31
11939,1974-11-15,31
11940,1999-10-14,30
11941,1978-09-17,30
11942,1976-04-10,30
11943,1973-06-20,30
11944,1979-12-14,30
11945,2009-10-25,30
11946,2000-08-05,30
11947,2015-10-26,30
11948,2011-12-28,30
11949,2000-03-27,30
11950,2016-02-23,30
11951,1978-11-23,30
11952,1992-01-02,30
11953,2010-11-30,30
11954,2002-01-01,30
11955,1985-08-15,30
11956,2011-09-21,30
11957,1980-07-23,30
11958,1970-03-29,30
11959,1987-03-25,30
11960,1981-10-30,30
11961,2006-07-24,30
11962,2017-03-09,30
11963,2008-09-12,30
11964,2019-08-02,30
